Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2003,68,1428,76,1236,59,H,0,29,57,14,25,4,10,10,24,24,14,7,3,21,17,45,5,16,20,26,7,21,7,15,8,0,17
2003,68,1429,75,1364,59,H,0,27,52,6,19,15,18,12,27,19,12,3,1,18,18,52,6,25,17,23,11,15,9,9,6,1,16
2003,68,1434,74,1442,57,H,0,27,57,11,26,9,15,10,26,18,10,10,2,14,23,53,4,15,7,10,6,25,18,16,6,0,17
2003,68,1435,70,1104,69,H,0,25,44,8,13,12,17,7,18,9,17,4,3,17,27,56,7,19,8,15,13,16,15,14,9,2,19
2003,68,1437,81,1344,67,H,0,28,61,5,14,20,35,25,26,13,18,9,1,18,22,59,5,20,18,20,12,19,10,12,11,4,25
2003,68,1438,79,1314,72,H,0,28,57,11,26,12,16,12,23,14,13,5,8,15,29,72,7,27,7,13,22,18,11,10,2,4,17
2003,68,1443,77,1117,69,A,0,22,47,5,16,28,41,9,26,12,16,5,7,28,21,59,2,18,25,31,15,26,10,12,7,0,29
2003,68,1444,87,1185,54,H,0,35,71,4,16,13,21,15,23,17,10,16,0,22,18,43,2,10,16,26,8,26,13,28,2,6,21
2003,68,1447,76,1148,67,A,0,30,47,7,13,9,12,7,14,14,12,7,0,15,25,45,8,15,9,11,7,11,15,17,6,1,16
2003,68,1454,74,1464,56,H,0,21,48,6,19,26,34,5,25,18,8,8,3,24,17,44,2,10,20,26,6,26,8,17,5,2,26
2003,68,1455,67,1283,63,H,0,22,53,6,17,17,23,14,21,11,15,4,5,13,24,57,6,13,9,10,12,20,6,13,7,4,21
2003,68,1459,60,1202,59,A,0,17,53,6,20,20,22,10,21,11,16,12,4,20,20,49,6,12,13,18,12,28,10,21,8,1,20
2003,68,1462,99,1382,83,H,0,36,65,6,16,21,30,9,31,21,13,7,4,16,31,73,12,34,9,12,10,22,18,16,6,2,26
2003,69,1179,75,1320,73,H,0,30,55,7,17,8,12,10,22,17,8,3,0,10,30,57,11,20,2,2,5,18,20,5,6,2,13
2003,69,1181,74,1448,55,H,0,27,57,10,20,10,15,8,23,18,12,8,6,18,22,64,4,18,7,12,19,26,7,18,8,6,18
2003,69,1207,84,1452,82,H,1,32,70,2,10,18,26,20,28,14,22,16,7,25,27,63,7,16,21,30,15,23,15,23,13,6,19
2003,69,1211,92,1337,72,H,0,34,62,9,25,15,21,14,28,17,15,6,2,17,28,66,8,21,8,14,12,17,9,15,11,1,16
2003,69,1323,74,1371,64,H,0,23,55,6,20,22,29,17,23,8,13,7,2,10,25,71,6,23,8,9,24,19,13,13,3,2,24
2003,69,1338,70,1353,63,A,0,23,45,10,18,14,22,12,21,16,24,5,1,19,22,53,6,19,13,20,11,15,11,14,9,4,25
2003,69,1457,74,1128,67,A,0,25,42,9,16,15,23,6,24,11,16,4,7,23,18,54,7,24,24,30,16,17,9,10,6,3,24
2003,70,1105,66,1115,65,A,0,23,57,11,23,9,16,14,31,16,26,8,1,20,21,63,6,21,17,21,14,26,13,21,11,5,22
2003,70,1106,73,1290,67,A,0,28,47,8,14,9,21,17,33,18,19,5,3,17,20,66,8,32,19,25,19,12,10,8,9,0,17
2003,70,1111,87,1204,81,A,0,30,70,10,28,17,29,19,22,19,13,9,4,17,34,62,8,17,5,9,10,26,13,23,8,4,25
2003,70,1135,93,1306,76,A,0,34,55,12,18,13,20,5,24,20,7,6,4,14,27,59,13,28,9,16,10,21,16,13,4,1,19
2003,70,1147,83,1322,72,A,0,30,62,5,15,18,25,13,20,16,12,12,4,20,30,56,3,7,9,16,11,24,16,16,4,6,20
2003,70,1149,75,1219,66,A,1,27,54,4,10,17,26,13,22,14,14,17,1,21,25,56,4,13,12,24,15,17,12,21,10,2,19
2003,70,1151,67,1172,63,H,0,25,67,9,26,8,10,15,20,15,11,9,1,15,26,57,5,20,6,8,13,28,15,20,5,1,18
2003,70,1161,74,1307,58,H,0,29,53,1,8,15,29,12,33,18,13,6,11,16,20,61,7,17,11,16,11,21,8,9,10,3,22
2003,70,1189,63,1157,60,H,0,25,57,5,14,8,17,16,19,12,12,7,4,16,22,48,7,17,9,11,8,22,10,13,8,2,18
2003,70,1190,65,1158,61,H,0,18,46,3,12,26,38,13,31,10,20,8,10,18,21,63,9,24,10,18,15,21,13,14,10,2,27
2003,70,1192,76,1383,71,A,2,25,65,5,21,21,34,13,27,10,13,8,1,18,26,62,6,23,13,26,15,33,14,21,5,5,30
2003,70,1197,75,1224,64,H,0,27,53,9,21,12,14,13,24,16,21,11,4,14,27,65,4,12,6,9,17,14,11,20,10,3,11
2003,70,1202,71,1441,67,H,0,22,54,9,22,18,24,15,19,13,8,6,5,15,24,53,8,19,11,13,12,21,14,12,3,3,21
2003,70,1209,107,1398,71,H,0,33,67,7,21,34,45,18,26,18,9,6,3,17,26,66,3,16,16,23,14,22,8,18,6,5,29
2003,70,1212,83,1108,66,H,0,31,56,5,15,16,20,11,32,16,15,5,2,20,25,62,4,22,12,21,11,18,11,14,2,0,19
2003,70,1214,81,1164,70,H,0,25,54,6,21,25,36,19,21,15,15,6,7,25,26,52,1,6,17,22,8,17,10,14,5,4,29
2003,70,1218,88,1201,77,H,0,28,48,11,19,21,25,9,22,18,19,8,2,19,29,60,7,23,12,19,10,13,13,13,5,1,26
2003,70,1238,86,1380,66,H,0,31,63,12,21,12,18,10,32,25,19,14,2,22,19,55,4,16,24,33,10,25,9,22,7,5,13
2003,70,1239,73,1366,53,H,0,25,53,3,8,20,28,17,34,15,17,4,11,19,16,64,3,15,18,26,20,14,5,9,6,5,19
2003,70,1271,74,1126,69,A,0,24,55,9,27,17,19,13,17,13,10,7,1,14,27,56,5,14,10,11,13,20,8,14,7,2,17
2003,70,1273,85,1416,63,H,0,31,54,4,9,19,23,10,27,23,13,4,7,13,27,71,6,23,3,6,18,16,14,8,7,2,20
2003,70,1313,66,1288,63,H,0,25,56,5,13,11,17,14,29,14,15,9,10,13,23,59,6,13,11,15,12,19,10,15,6,3,17
2003,70,1329,48,1328,46,H,0,19,49,1,8,9,16,10,28,4,8,4,6,17,18,55,3,12,7,15,15,23,10,6,4,3,18
2003,70,1352,73,1291,67,H,0,18,39,10,21,27,34,10,18,12,11,3,1,20,24,51,6,15,13,15,10,17,11,8,3,1,28
2003,70,1354,81,1175,53,H,0,31,56,3,9,16,21,11,31,13,17,9,1,17,20,58,5,22,8,16,14,17,6,17,9,3,19
2003,70,1384,73,1420,68,H,0,25,51,3,15,20,28,8,21,14,20,9,3,18,28,58,1,10,11,15,12,23,19,21,11,1,24
2003,70,1391,73,1252,68,H,0,27,69,4,15,15,18,19,27,11,13,10,2,16,23,61,12,32,10,13,12,24,19,16,4,6,19
2003,70,1393,76,1281,69,H,0,30,63,5,14,11,22,13,26,13,14,9,6,13,23,60,7,24,16,21,14,26,15,20,6,2,20
2003,70,1411,78,1410,75,H,0,25,58,3,17,25,40,14,28,8,11,4,0,25,27,66,6,27,15,30,17,23,13,13,8,0,32
2003,70,1422,76,1440,57,H,0,27,60,7,16,15,21,13,27,13,10,12,4,17,22,60,5,12,8,13,15,23,7,16,5,2,18
2003,70,1436,66,1165,52,A,0,21,48,10,25,14,19,12,27,17,16,8,7,11,18,50,8,26,8,10,6,19,13,10,10,3,17
2003,70,1447,91,1346,69,H,0,29,58,10,20,23,34,14,35,20,18,9,2,21,21,68,7,28,20,24,15,18,12,11,11,1,27
2003,70,1459,69,1154,54,A,0,26,60,6,20,11,14,11,26,12,20,11,4,15,16,51,4,23,18,23,12,24,9,19,11,3,16
2003,70,1464,66,1460,60,H,0,24,54,4,6,14,25,11,31,18,18,10,4,15,25,65,3,17,7,13,13,25,10,16,6,6,22
2003,71,1141,81,1267,78,A,0,32,58,5,14,12,16,12,19,14,22,12,4,20,29,53,7,17,13,18,8,17,18,20,12,3,18
2003,71,1150,78,1412,58,A,0,26,51,10,22,16,23,10,30,18,20,12,0,19,23,62,5,23,7,13,12,19,9,17,7,2,20
2003,71,1163,83,1439,65,H,0,35,65,4,12,9,11,14,29,22,15,9,12,17,25,61,5,17,10,18,12,17,11,14,10,3,14
2003,71,1170,84,1394,80,A,0,27,52,10,22,20,27,7,21,20,18,6,0,26,31,57,3,7,15,24,10,21,12,18,9,1,19
2003,71,1177,71,1395,65,H,0,21,42,5,13,24,32,9,21,17,15,7,1,17,21,50,6,25,17,20,10,18,13,14,9,2,24
2003,71,1185,73,1132,67,H,0,25,52,4,14,19,27,6,23,14,13,9,4,21,22,54,6,19,17,24,12,26,13,18,9,4,20
2003,71,1193,76,1145,71,A,0,26,59,5,10,19,29,15,23,11,14,8,4,19,24,56,8,23,15,22,13,23,16,18,11,1,24
2003,71,1210,81,1199,74,H,0,23,48,7,13,28,31,7,25,15,19,7,6,14,27,64,7,20,13,14,13,17,16,15,11,5,23
2003,71,1226,74,1168,66,H,0,21,43,7,20,25,37,9,19,15,15,10,8,18,20,56,5,12,21,24,17,18,11,15,8,1,27
2003,71,1233,86,1259,74,H,0,33,52,5,13,15,21,5,16,25,10,8,2,16,27,49,8,21,12,19,9,18,18,17,3,0,20
2003,71,1246,74,1435,52,A,0,29,56,4,13,12,17,12,20,16,15,15,2,17,17,44,8,15,10,16,7,17,10,22,9,3,16
2003,71,1266,85,1408,73,A,0,26,44,5,11,28,38,8,28,12,16,4,4,17,28,64,7,22,10,16,11,17,21,8,10,1,27
2003,71,1287,86,1236,73,H,0,32,66,5,20,17,23,18,14,21,10,6,0,18,24,41,8,16,17,19,5,19,18,23,5,5,20
2003,71,1308,74,1198,52,A,0,25,48,8,18,16,22,10,29,12,12,3,3,17,20,56,1,14,11,22,14,17,8,9,3,0,20
2003,71,1314,68,1155,66,H,0,25,58,7,19,11,17,13,22,14,16,7,2,19,26,60,5,19,9,16,16,26,12,17,4,2,22
2003,71,1323,68,1353,57,H,0,19,43,8,19,22,23,5,25,14,13,4,9,14,24,62,4,11,5,9,15,19,17,9,9,3,18
2003,71,1338,80,1452,61,A,0,31,49,10,18,8,15,9,22,17,20,13,1,14,20,50,5,22,16,20,9,13,13,17,9,2,13
2003,71,1345,72,1277,60,H,0,20,48,1,11,31,35,4,31,11,13,5,6,18,20,62,6,16,14,18,12,23,9,14,5,4,26
2003,71,1371,68,1207,54,H,0,22,45,6,12,18,31,9,29,10,19,6,5,18,19,59,2,20,14,21,16,21,7,19,10,7,26
2003,71,1373,78,1310,73,A,0,28,65,9,26,13,14,18,21,16,17,6,2,14,28,63,7,21,10,14,16,20,11,14,9,7,16
2003,71,1378,74,1379,65,H,0,25,52,5,12,19,27,6,27,21,13,8,4,20,24,66,3,19,14,24,20,26,9,14,3,2,22
2003,71,1386,65,1396,55,A,0,23,49,9,23,10,16,10,27,19,11,5,5,11,21,53,8,22,5,9,7,19,14,8,8,7,14
2003,71,1399,93,1184,76,H,0,34,61,5,11,20,25,17,25,22,17,11,2,19,27,63,4,16,18,26,15,13,18,15,8,4,19
2003,71,1405,61,1275,51,H,0,21,53,8,20,11,14,12,21,12,15,8,2,18,19,40,5,18,8,15,4,22,9,20,5,1,18
2003,71,1454,81,1152,73,A,0,27,53,7,20,20,28,10,25,24,15,11,6,21,26,58,5,14,16,26,17,24,14,18,8,2,25
2003,71,1462,80,1247,47,H,0,31,72,5,17,13,24,22,32,21,11,1,8,16,16,62,4,15,11,14,14,23,10,13,3,3,24
2003,72,1104,68,1280,62,H,1,24,54,7,13,13,20,12,19,12,13,9,2,16,25,51,3,19,9,12,9,23,10,17,8,2,20
2003,72,1110,70,1298,53,H,0,21,46,9,23,19,22,8,23,18,14,10,2,18,19,49,7,22,8,13,8,19,12,17,2,1,22
2003,72,1111,99,1205,98,H,1,27,63,9,23,36,54,7,32,13,19,15,4,17,38,83,12,35,10,11,14,35,22,29,12,3,35
2003,72,1120,67,1376,60,A,0,21,49,7,14,18,24,11,27,12,17,6,2,16,23,55,6,20,8,14,7,20,14,12,8,3,20
2003,72,1126,66,1366,54,A,0,22,41,7,12,15,22,4,18,7,17,11,1,22,19,50,3,18,13,27,21,19,8,26,6,4,23
2003,72,1127,55,1216,52,H,0,21,53,4,15,9,18,15,27,10,16,4,9,17,19,61,3,12,11,16,18,22,7,12,4,6,23
2003,72,1128,88,1421,71,H,0,24,58,12,24,28,30,15,17,16,13,13,2,17,26,55,4,16,15,17,12,21,9,21,4,3,24
2003,72,1131,81,1392,66,H,0,31,49,7,12,12,17,8,12,20,15,9,2,19,22,44,3,13,19,23,12,15,12,18,9,0,20
2003,72,1133,72,1179,57,H,0,24,47,9,20,15,24,4,26,12,13,5,3,11,24,55,4,15,5,6,5,23,19,15,2,1,17
2003,72,1148,85,1357,80,H,0,27,46,6,11,25,34,6,23,10,13,6,2,13,30,68,8,22,12,14,16,18,9,11,8,5,23
2003,72,1153,66,1387,56,A,0,23,49,8,15,12,15,7,25,15,6,5,5,14,22,57,8,22,4,8,13,20,10,9,0,2,13
2003,72,1160,69,1243,63,H,0,24,55,8,21,13,19,8,19,14,10,5,7,20,23,47,6,13,11,26,14,23,9,15,4,3,19
2003,72,1166,93,1191,56,H,0,33,59,13,26,14,21,12,20,22,13,10,5,14,21,47,3,9,11,13,7,17,16,23,6,2,21
2003,72,1173,66,1350,53,H,0,25,48,7,15,9,18,10,26,18,11,7,2,11,23,60,6,18,1,1,10,18,17,7,6,4,16
2003,72,1174,75,1330,74,A,1,28,60,9,21,10,16,7,29,15,12,4,3,17,30,72,7,17,7,18,20,30,19,9,7,4,20
2003,72,1180,67,1456,51,H,0,25,63,8,28,9,11,13,26,18,8,9,8,13,19,53,3,17,10,13,9,26,12,15,3,3,11
2003,72,1181,104,1438,93,H,0,29,58,9,15,37,40,7,24,17,11,4,5,26,31,61,4,14,27,39,11,21,15,14,6,5,32
2003,72,1196,77,1397,64,H,0,24,46,10,19,19,23,7,21,17,10,4,5,12,25,60,7,22,7,9,15,16,13,11,3,0,17
2003,72,1221,86,1159,43,H,0,36,61,6,10,8,13,11,27,28,9,8,7,13,17,50,6,17,3,7,6,15,12,17,3,2,16
2003,72,1231,71,1321,57,H,0,25,40,13,22,8,13,7,23,19,16,7,3,9,22,48,10,23,3,4,4,12,17,12,10,1,15
2003,72,1234,68,1228,61,H,0,21,50,2,12,24,35,7,28,13,14,7,2,18,22,55,4,19,13,17,8,31,14,17,4,3,26
2003,72,1242,98,1461,70,H,0,36,69,7,15,19,22,17,25,18,18,16,9,16,27,61,4,13,12,14,9,18,12,22,8,8,22
2003,72,1245,69,1138,68,A,0,25,54,9,17,10,22,8,27,18,11,5,4,20,24,61,4,12,16,22,13,28,16,11,7,1,19
2003,72,1248,73,1119,59,A,0,19,53,7,17,28,39,11,33,7,10,5,4,19,20,59,9,28,10,15,8,28,13,14,5,2,25
2003,72,1250,60,1137,56,A,0,25,53,5,15,5,6,9,23,13,15,7,2,12,23,49,3,12,7,10,7,17,13,13,6,0,14
2003,72,1261,112,1147,65,H,0,45,64,9,15,13,18,9,30,27,12,8,4,13,25,60,5,19,10,10,5,11,12,15,4,0,16
2003,72,1263,90,1318,76,A,0,27,48,14,20,22,28,10,27,19,26,6,10,20,28,67,7,22,13,19,14,16,12,17,14,2,24
2003,72,1276,61,1326,50,A,0,18,43,7,16,18,21,7,19,11,15,5,2,16,16,45,2,17,16,16,9,18,8,17,4,2,21
2003,72,1283,60,1229,46,H,0,18,50,2,7,22,34,17,24,12,15,14,5,22,13,42,5,15,15,21,8,23,5,22,6,2,28
2003,72,1296,68,1325,61,A,0,21,57,5,19,21,29,16,26,6,17,13,2,24,18,46,5,18,20,28,6,24,13,20,11,2,21
2003,72,1306,62,1171,57,A,0,24,46,10,21,4,9,4,25,9,12,9,1,15,21,45,10,23,5,7,1,22,16,15,6,0,16
2003,72,1332,69,1340,63,A,0,25,49,6,13,13,21,8,19,14,15,5,1,17,25,51,3,10,10,14,8,21,12,18,5,0,19
2003,72,1344,67,1418,58,H,0,25,61,9,24,8,8,14,18,19,8,11,5,13,22,51,7,25,7,11,14,21,12,18,5,4,10
2003,72,1348,60,1269,53,A,0,21,61,2,15,16,24,22,22,8,10,7,2,16,22,50,2,14,7,14,9,22,16,13,7,6,20
2003,72,1356,69,1455,64,H,0,27,62,2,11,13,18,14,31,9,19,7,4,21,23,66,6,19,12,19,17,25,8,17,6,2,21
2003,72,1400,82,1124,71,A,0,32,59,6,14,12,17,16,19,17,14,4,3,19,22,47,9,22,18,26,10,16,13,15,10,3,20
2003,72,1401,53,1304,52,A,0,17,54,6,17,13,14,6,30,10,11,3,1,18,19,57,3,15,11,17,12,32,6,12,4,4,13
2003,72,1406,61,1220,54,H,0,21,52,4,11,15,27,18,24,16,19,11,5,16,17,53,5,28,15,20,14,22,11,19,8,3,24
2003,72,1414,75,1429,73,H,1,25,57,4,12,21,27,9,21,14,11,10,3,22,26,54,4,13,17,23,12,23,12,16,8,2,23
2003,72,1423,73,1241,58,A,0,27,56,4,13,15,17,10,28,11,14,5,3,26,17,52,5,23,19,31,11,18,10,12,5,4,22
2003,72,1433,68,1206,56,A,0,25,53,6,14,12,14,9,25,11,13,5,4,18,23,55,1,8,9,15,11,21,11,15,3,1,19
2003,72,1436,63,1107,53,A,0,20,44,6,14,17,23,12,31,12,18,2,0,10,21,58,6,27,5,7,6,16,10,6,10,0,22
2003,72,1437,82,1385,73,A,0,25,57,6,10,26,40,19,31,12,19,11,3,31,23,55,5,20,22,40,11,20,13,15,10,3,32
2003,72,1444,71,1123,52,A,0,26,50,8,13,11,17,9,27,17,17,8,2,20,16,54,3,16,17,25,17,18,6,16,6,4,19
2003,72,1448,81,1268,72,H,0,22,58,3,19,34,42,19,30,10,21,7,6,20,26,68,8,21,12,18,15,21,15,17,9,6,26
2003,72,1458,66,1278,50,H,0,25,55,6,19,10,13,10,30,15,16,5,3,14,21,58,5,17,3,7,8,21,15,14,7,4,16
2003,73,1112,81,1425,72,A,0,31,64,7,19,12,18,13,33,22,16,3,6,11,31,77,6,22,4,6,14,23,14,7,8,3,18
2003,73,1113,75,1417,64,A,0,28,47,1,6,18,34,11,22,11,20,4,2,20,22,50,2,8,18,23,9,18,9,19,9,0,28
2003,73,1114,88,1317,80,A,1,31,57,7,18,19,30,12,17,9,16,12,3,21,28,56,4,16,20,27,13,19,21,20,8,4,23
2003,73,1130,93,1301,81,A,0,30,50,5,12,28,34,8,25,21,15,5,3,21,28,73,6,29,19,24,23,15,15,11,5,3,26
2003,73,1139,81,1460,70,A,0,31,54,5,10,14,19,11,16,16,9,2,1,20,26,46,4,9,14,22,6,12,10,9,2,1,20
2003,73,1140,85,1424,77,H,0,26,55,6,12,27,33,13,25,15,12,7,3,24,24,57,6,17,23,24,9,22,11,13,7,1,24
2003,73,1142,75,1334,72,H,0,23,47,7,18,22,31,10,30,15,17,6,4,18,28,63,9,21,7,13,10,21,15,12,10,4,22
2003,73,1143,73,1449,66,A,0,23,46,5,11,22,30,9,22,13,18,6,3,19,23,67,7,26,13,20,23,17,17,16,6,0,23
2003,73,1145,84,1373,77,H,0,31,61,9,20,13,18,11,23,19,10,8,2,19,28,59,6,20,15,19,12,21,11,12,6,3,18
2003,73,1176,82,1117,68,H,0,24,57,12,27,22,32,17,26,20,13,9,2,19,24,51,5,12,15,18,4,21,13,12,6,3,20
2003,73,1178,72,1260,54,H,0,26,58,7,16,13,16,15,24,15,13,11,3,14,19,52,7,17,9,10,9,17,11,18,0,4,19
2003,73,1186,76,1319,53,H,0,28,52,7,16,13,17,8,21,19,16,13,4,16,21,50,5,14,6,11,10,19,12,21,5,2,19
2003,73,1192,83,1447,79,A,0,31,57,12,18,9,16,7,14,19,9,5,3,16,29,55,9,19,12,14,13,23,17,16,1,5,15
2003,73,1201,75,1374,73,A,0,30,59,9,20,6,19,15,27,22,20,7,6,23,22,57,6,19,23,29,12,22,13,15,10,1,20
2003,73,1227,69,1156,63,H,0,26,54,5,12,12,28,11,24,19,17,9,7,22,20,55,5,15,18,28,17,23,10,24,8,4,24
2003,73,1252,80,1144,55,H,0,32,55,11,23,5,7,10,28,21,15,9,3,16,19,52,4,16,13,19,7,15,7,10,4,4,13
2003,73,1253,59,1225,55,H,0,18,39,3,11,20,26,9,22,8,19,5,6,19,19,54,4,20,13,20,14,14,9,12,7,2,20
2003,73,1257,87,1187,70,A,0,36,62,5,15,10,16,7,31,19,9,4,0,23,23,60,4,21,20,31,14,23,12,13,3,1,18
2003,73,1264,76,1351,66,A,0,26,55,5,11,19,24,9,22,21,11,9,2,25,19,45,7,18,21,27,8,23,10,18,4,0,24
2003,73,1285,90,1226,88,A,0,33,58,8,22,16,25,14,23,13,18,8,4,24,33,59,5,16,17,27,7,15,21,12,5,1,20
2003,73,1293,80,1183,74,A,0,29,69,5,20,17,25,19,29,18,11,4,4,19,24,63,6,16,20,26,13,27,15,11,4,5,23
2003,73,1305,75,1256,67,A,0,29,60,3,12,14,17,9,22,13,9,5,2,15,25,57,2,11,15,18,12,25,11,15,2,3,15
2003,73,1310,89,1389,75,H,0,33,56,4,10,19,34,12,26,16,12,7,5,20,27,60,5,18,16,24,14,20,12,16,6,3,24
2003,73,1320,74,1232,61,H,0,25,52,6,12,18,26,9,26,15,8,1,0,17,20,56,6,18,15,17,11,23,13,10,3,6,20
2003,73,1322,65,1368,59,H,0,24,46,2,8,15,24,11,25,10,23,10,6,16,22,55,5,17,10,16,12,18,10,18,11,1,25
2003,73,1324,86,1282,65,A,0,28,54,11,24,19,23,8,35,20,14,5,3,16,23,69,11,39,8,14,14,20,15,11,8,1,18
2003,73,1331,66,1237,63,H,0,25,53,6,15,10,20,10,30,17,17,5,7,22,24,60,4,15,11,22,13,25,9,14,10,1,23
2003,73,1349,74,1129,65,A,0,21,44,7,17,25,28,5,29,10,24,5,3,21,23,59,2,15,17,21,9,17,11,15,6,2,22
2003,73,1358,62,1426,60,A,0,21,48,7,19,13,15,6,24,9,14,5,1,19,24,58,3,13,9,15,14,21,13,12,6,1,16
2003,73,1364,77,1169,59,H,0,23,42,5,17,26,35,9,21,11,16,6,0,22,20,56,8,27,11,16,17,17,12,18,4,2,28
2003,73,1372,74,1249,62,H,0,25,54,4,9,20,25,11,18,15,11,8,1,18,21,45,3,11,17,23,9,21,5,18,3,2,21
2003,73,1375,64,1292,53,A,0,19,46,8,21,18,20,9,18,8,11,7,1,18,19,43,4,12,11,16,7,20,14,15,6,3,18
2003,73,1382,76,1200,70,A,0,27,66,11,28,11,15,14,24,17,12,8,0,15,28,54,9,24,5,8,5,28,21,16,4,7,16
2003,73,1390,73,1450,68,A,1,24,58,7,21,18,27,18,24,10,15,3,5,16,25,65,12,32,6,12,18,21,16,15,7,3,21
2003,73,1399,66,1122,47,H,0,25,56,1,8,15,20,11,27,16,11,11,6,13,17,60,5,25,8,15,19,22,10,20,7,7,19
2003,73,1402,91,1270,53,H,0,37,65,11,24,6,7,12,18,22,7,15,1,18,19,49,6,25,9,10,12,17,8,23,1,4,10
2003,73,1404,88,1369,80,A,1,31,65,10,28,16,24,13,24,14,14,7,1,20,32,64,3,12,13,18,11,26,28,16,4,3,21
2003,73,1409,79,1431,65,A,0,31,55,9,21,8,9,9,21,19,18,14,2,13,24,55,8,19,9,10,11,16,14,20,12,0,15
2003,73,1419,75,1311,52,H,0,24,57,4,16,23,37,13,25,12,14,11,5,25,16,52,0,10,20,31,14,24,7,22,7,0,24
2003,73,1434,74,1381,44,H,0,25,48,6,15,18,31,11,29,22,20,12,0,18,14,43,4,11,12,23,6,18,9,23,13,2,23
2003,73,1442,75,1152,73,H,1,25,66,8,24,17,26,18,29,15,14,9,3,18,30,68,3,10,10,16,13,27,14,13,10,3,25
2003,73,1443,78,1309,59,H,0,28,62,11,33,11,20,18,22,16,17,11,3,15,23,54,4,10,9,12,11,19,11,23,7,1,17
2003,73,1451,78,1286,70,H,0,28,48,8,18,14,18,10,21,16,13,5,1,10,30,57,6,15,4,8,10,11,12,8,5,1,14
2003,73,1457,74,1251,64,A,0,27,54,3,7,17,31,15,25,8,17,11,5,20,22,55,9,23,11,16,11,19,12,21,7,2,22
2003,74,1211,56,1388,53,A,0,21,54,4,13,10,20,16,27,5,16,5,4,14,19,46,4,11,11,18,3,24,10,12,11,2,17
2003,74,1265,74,1259,69,A,0,27,55,7,15,13,16,6,26,8,8,3,1,17,25,56,8,22,11,19,10,25,9,10,4,2,18
2003,74,1337,73,1365,69,H,0,25,61,10,25,13,21,8,24,14,11,6,5,13,29,64,6,23,5,7,12,30,8,18,5,0,16
2003,74,1360,82,1258,68,A,0,31,54,4,11,16,27,6,29,21,17,5,4,20,25,64,4,11,14,20,14,21,14,18,6,6,24
2003,74,1362,73,1339,59,H,0,26,45,7,15,14,19,8,24,14,17,4,3,17,20,46,8,20,11,15,4,13,10,15,6,1,19
2003,74,1407,89,1273,61,H,0,36,67,15,29,2,4,15,21,20,17,14,6,17,24,53,8,19,5,12,10,17,14,23,10,4,14
2003,75,1106,53,1105,52,A,0,18,47,7,19,10,21,10,29,12,20,8,4,19,17,56,4,10,14,26,16,24,9,15,12,0,18
2003,75,1108,76,1290,69,H,0,28,56,8,18,12,14,14,19,18,21,4,2,16,27,67,3,21,12,15,19,12,12,16,6,1,16
2003,75,1111,107,1151,99,A,0,38,60,13,23,18,26,10,22,19,19,8,6,23,37,80,7,27,18,22,24,17,16,15,10,3,22
2003,75,1112,87,1417,52,A,0,31,65,8,22,17,30,17,36,21,18,8,2,15,21,66,3,10,7,12,10,23,10,21,5,4,24
2003,75,1117,68,1317,65,A,0,23,56,8,22,14,22,9,23,9,15,8,1,23,21,50,5,12,18,25,9,29,9,19,5,3,21
2003,75,1120,77,1104,68,H,0,26,56,4,16,21,32,12,23,13,9,9,7,18,23,58,7,23,15,19,15,22,9,17,4,2,26
2003,75,1123,77,1405,72,H,0,25,52,5,15,22,32,10,22,10,14,7,0,26,22,51,8,23,20,28,12,24,14,18,2,2,26
2003,75,1125,87,1240,69,H,0,24,48,7,14,32,40,10,32,18,21,10,4,22,25,73,5,29,14,20,20,19,7,17,13,3,28
2003,75,1128,64,1219,60,A,0,24,50,4,15,12,16,8,18,12,10,9,4,20,21,49,5,15,13,17,12,20,9,18,7,3,16
2003,75,1129,78,1409,74,H,0,26,62,5,19,21,25,14,22,11,16,9,3,20,26,61,7,17,15,20,15,22,10,19,6,2,20
2003,75,1131,59,1216,58,A,0,18,46,5,16,18,21,6,31,6,10,4,4,17,22,60,8,16,6,13,12,25,10,7,6,2,19
2003,75,1132,74,1103,60,H,0,24,47,9,20,17,20,7,22,18,12,8,3,19,22,52,2,13,14,17,10,18,10,12,8,1,21
2003,75,1133,71,1320,56,H,0,22,50,5,16,22,31,9,23,10,11,12,0,18,21,49,5,20,9,17,9,24,12,19,7,2,21
2003,75,1135,78,1463,66,A,0,25,54,5,18,23,34,7,25,13,12,5,4,27,21,55,3,18,21,32,17,28,12,21,4,0,25
2003,75,1139,64,1464,60,H,0,24,45,10,18,6,10,6,10,13,7,8,2,9,22,45,7,14,9,10,12,17,11,14,1,1,14
2003,75,1141,97,1138,73,H,0,31,62,6,24,29,36,12,25,17,11,10,4,21,27,65,4,18,15,20,17,23,9,20,4,1,25
2003,75,1143,76,1450,63,A,0,29,55,2,7,16,20,6,28,11,11,7,2,17,21,53,11,29,10,15,5,22,17,14,3,4,14
2003,75,1144,76,1205,74,H,0,25,47,7,14,19,27,10,20,18,19,7,2,18,28,62,9,22,9,15,17,16,18,18,9,1,25
