,Score,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,AST,TO,STL,BLK,PF,Games
1240_2021,72.64,26.24,57.56,7.92,22.88,12.24,17.84,9.68,25.44,13.8,10.56,4.72,3.48,3.68,25
1240_2022,71.0,25.06896551724138,54.48275862068966,8.89655172413793,23.275862068965516,11.96551724137931,17.517241379310345,7.896551724137931,25.517241379310345,13.517241379310345,10.482758620689655,6.0344827586206895,3.0,14.413793103448276,29
1241_2003,66.51724137931035,23.96551724137931,55.86206896551724,6.275862068965517,18.96551724137931,12.310344827586206,18.344827586206897,11.448275862068966,23.03448275862069,12.758620689655173,9.931034482758621,5.896551724137931,5.103448275862069,19.96551724137931,29
1241_2004,64.85714285714286,23.571428571428573,57.25,6.214285714285714,19.75,11.5,16.642857142857142,11.285714285714286,20.25,12.035714285714286,8.107142857142858,7.428571428571429,2.5357142857142856,19.142857142857142,28
1241_2005,60.535714285714285,21.071428571428573,51.75,4.928571428571429,14.75,13.464285714285714,20.535714285714285,11.642857142857142,21.178571428571427,10.607142857142858,9.75,5.964285714285714,3.5714285714285716,21.25,28
1241_2006,64.39285714285714,23.321428571428573,57.92857142857143,5.928571428571429,17.821428571428573,11.821428571428571,19.107142857142858,14.5,20.928571428571427,12.892857142857142,9.321428571428571,5.892857142857143,2.0714285714285716,19.964285714285715,28
1241_2007,63.96666666666667,22.466666666666665,51.53333333333333,5.533333333333333,16.433333333333334,13.5,20.2,10.733333333333333,19.333333333333332,11.6,7.966666666666667,6.033333333333333,2.1,20.4,30
1241_2008,72.93333333333334,25.5,55.5,5.633333333333334,15.7,16.3,22.6,12.233333333333333,21.033333333333335,13.066666666666666,11.5,7.866666666666666,2.1666666666666665,20.833333333333332,30
1241_2009,70.9090909090909,24.060606060606062,53.60606060606061,6.9393939393939394,19.454545454545453,15.848484848484848,21.03030303030303,9.878787878787879,24.424242424242426,11.909090909090908,11.212121212121213,6.151515151515151,2.212121212121212,17.393939393939394,33
1241_2010,66.96969696969697,24.12121212121212,54.84848484848485,5.7272727272727275,18.333333333333332,13.0,19.03030303030303,10.696969696969697,24.12121212121212,14.0,10.515151515151516,6.181818181818182,4.242424242424242,16.12121212121212,33
1241_2011,71.5625,25.21875,54.6875,6.15625,16.15625,14.96875,21.03125,10.28125,24.84375,13.875,9.78125,5.34375,3.65625,17.96875,32
1241_2012,66.09375,23.375,55.4375,7.75,21.125,11.59375,17.40625,10.03125,21.6875,13.375,9.21875,6.65625,2.59375,19.5,32
1241_2013,65.17647058823529,22.529411764705884,53.61764705882353,5.735294117647059,17.205882352941178,14.382352941176471,20.529411764705884,10.0,22.705882352941178,11.735294117647058,8.411764705882353,7.882352941176471,4.5,17.147058823529413,34
1241_2014,63.25806451612903,20.903225806451612,51.064516129032256,4.870967741935484,17.838709677419356,16.580645161290324,24.193548387096776,10.129032258064516,23.612903225806452,8.774193548387096,8.03225806451613,5.870967741935484,3.096774193548387,19.580645161290324,31
1241_2015,67.03125,22.5,49.9375,6.6875,18.3125,15.34375,21.78125,8.96875,23.46875,12.53125,10.5625,6.40625,2.4375,16.1875,32
1241_2016,74.16129032258064,25.548387096774192,57.74193548387097,8.483870967741936,24.193548387096776,14.580645161290322,21.35483870967742,10.64516129032258,28.483870967741936,12.32258064516129,9.64516129032258,4.32258064516129,2.870967741935484,19.193548387096776,31
1241_2017,66.0,23.0625,52.3125,6.375,19.125,13.5,18.90625,9.34375,24.9375,11.46875,8.21875,5.71875,2.6875,20.34375,32
1241_2018,72.93548387096774,25.29032258064516,60.32258064516129,7.258064516129032,21.64516129032258,15.096774193548388,20.580645161290324,10.935483870967742,24.35483870967742,12.258064516129032,7.387096774193548,6.935483870967742,3.2580645161290325,21.129032258064516,31
1241_2019,69.48387096774194,24.29032258064516,55.74193548387097,7.451612903225806,20.322580645161292,13.451612903225806,18.612903225806452,10.193548387096774,23.225806451612904,12.064516129032258,8.387096774193548,6.064516129032258,2.774193548387097,18.70967741935484,31
1241_2020,71.06896551724138,24.551724137931036,58.86206896551724,7.689655172413793,23.82758620689655,14.275862068965518,21.896551724137932,9.862068965517242,26.93103448275862,12.0,7.896551724137931,5.931034482758621,2.6206896551724137,17.448275862068964,29
1241_2021,75.0,25.470588235294116,58.411764705882355,8.058823529411764,24.176470588235293,16.0,23.88235294117647,8.705882352941176,24.176470588235293,12.764705882352942,9.117647058823529,6.588235294117647,1.8823529411764706,1.9411764705882353,17
1241_2022,72.11111111111111,26.22222222222222,58.25925925925926,7.074074074074074,20.666666666666668,12.592592592592593,17.85185185185185,7.962962962962963,21.444444444444443,11.962962962962964,9.296296296296296,7.777777777777778,2.0,16.666666666666668,27
1242_2003,81.33333333333333,30.233333333333334,62.3,4.8,14.133333333333333,16.066666666666666,24.133333333333333,14.3,26.9,16.733333333333334,12.933333333333334,10.133333333333333,4.9,16.7,30
1242_2004,74.85714285714286,26.928571428571427,58.142857142857146,5.75,17.178571428571427,15.25,21.571428571428573,12.071428571428571,26.5,17.25,11.892857142857142,6.892857142857143,4.928571428571429,20.464285714285715,28
1242_2005,75.44827586206897,26.93103448275862,56.48275862068966,6.793103448275862,18.20689655172414,14.793103448275861,21.448275862068964,11.793103448275861,25.96551724137931,16.586206896551722,12.931034482758621,6.620689655172414,3.8620689655172415,19.24137931034483,29
1242_2006,74.35483870967742,27.29032258064516,57.87096774193548,6.161290322580645,16.322580645161292,13.612903225806452,20.451612903225808,13.161290322580646,26.161290322580644,17.93548387096774,13.580645161290322,9.67741935483871,5.774193548387097,18.032258064516128,31
1242_2007,78.44117647058823,29.058823529411764,59.294117647058826,5.970588235294118,15.647058823529411,14.352941176470589,21.529411764705884,13.058823529411764,27.323529411764707,16.764705882352942,12.941176470588236,8.911764705882353,6.676470588235294,18.647058823529413,34
1242_2008,81.18181818181819,29.454545454545453,58.36363636363637,6.787878787878788,17.03030303030303,15.484848484848484,21.87878787878788,12.303030303030303,26.424242424242426,18.484848484848484,11.969696969696969,9.0,6.121212121212121,17.424242424242426,33
1242_2009,77.125,27.0625,56.53125,6.46875,17.03125,16.53125,22.71875,12.09375,26.8125,16.21875,13.03125,6.84375,4.28125,19.28125,32
1242_2010,81.76470588235294,28.558823529411764,58.470588235294116,7.264705882352941,17.764705882352942,17.38235294117647,24.794117647058822,12.941176470588236,27.58823529411765,17.147058823529413,12.558823529411764,8.411764705882353,6.411764705882353,18.264705882352942,34
1242_2011,82.38235294117646,29.58823529411765,57.61764705882353,7.264705882352941,18.764705882352942,15.941176470588236,23.41176470588235,11.676470588235293,26.88235294117647,17.88235294117647,12.970588235294118,7.9411764705882355,4.147058823529412,17.88235294117647,34
1242_2012,75.03030303030303,26.666666666666668,54.93939393939394,6.0,16.757575757575758,15.696969696969697,22.545454545454547,11.121212121212121,25.78787878787879,15.606060606060606,11.666666666666666,7.393939393939394,5.636363636363637,17.636363636363637,33
1242_2013,75.38235294117646,26.61764705882353,55.470588235294116,6.029411764705882,16.41176470588235,16.11764705882353,22.0,10.970588235294118,28.147058823529413,15.647058823529411,12.529411764705882,7.176470588235294,6.617647058823529,16.970588235294116,34
1242_2014,79.60606060606061,27.393939393939394,55.333333333333336,5.575757575757576,16.151515151515152,19.242424242424242,27.060606060606062,11.787878787878787,26.333333333333332,15.121212121212121,11.272727272727273,5.848484848484849,5.666666666666667,21.09090909090909,33
1242_2015,71.20588235294117,24.176470588235293,54.970588235294116,5.823529411764706,15.529411764705882,17.029411764705884,23.647058823529413,11.823529411764707,26.11764705882353,13.264705882352942,11.205882352941176,6.529411764705882,5.029411764705882,17.61764705882353,34
1242_2016,80.3030303030303,28.151515151515152,57.60606060606061,8.121212121212121,19.242424242424242,15.878787878787879,22.484848484848484,10.545454545454545,26.78787878787879,15.454545454545455,11.787878787878787,6.757575757575758,4.0,18.90909090909091,33
1242_2017,82.71875,29.5625,60.71875,8.71875,21.53125,14.875,22.34375,12.03125,26.8125,16.28125,12.46875,6.9375,4.6875,18.125,32
1242_2018,81.5,30.11764705882353,60.529411764705884,10.147058823529411,25.205882352941178,11.117647058823529,15.882352941176471,9.558823529411764,25.647058823529413,17.0,10.470588235294118,6.617647058823529,4.176470588235294,15.294117647058824,34
1242_2019,75.38235294117646,27.294117647058822,59.05882352941177,7.235294117647059,20.647058823529413,13.558823529411764,19.441176470588236,10.382352941176471,27.676470588235293,13.323529411764707,11.441176470588236,6.852941176470588,3.9411764705882355,16.91176470588235,34
1242_2020,73.96666666666667,27.1,56.3,6.233333333333333,18.3,13.533333333333333,20.166666666666668,10.666666666666666,28.1,13.833333333333334,11.8,7.533333333333333,4.733333333333333,14.633333333333333,30
1242_2021,72.51851851851852,26.11111111111111,59.74074074074074,7.2592592592592595,21.48148148148148,13.037037037037036,18.22222222222222,10.074074074074074,24.925925925925927,13.62962962962963,10.407407407407407,6.703703703703703,4.037037037037037,3.5185185185185186,27
1242_2022,78.58823529411765,28.647058823529413,59.55882352941177,7.147058823529412,20.11764705882353,14.147058823529411,19.529411764705884,9.941176470588236,25.058823529411764,15.441176470588236,11.264705882352942,6.411764705882353,4.147058823529412,15.882352941176471,34
1243_2003,69.63333333333334,25.533333333333335,55.8,5.633333333333334,15.6,12.933333333333334,20.566666666666666,11.366666666666667,25.7,15.4,9.233333333333333,4.933333333333334,3.6333333333333333,17.933333333333334,30
1243_2004,69.39285714285714,25.285714285714285,56.785714285714285,4.5,13.107142857142858,14.321428571428571,21.035714285714285,12.821428571428571,25.285714285714285,15.25,10.428571428571429,5.392857142857143,2.7142857142857144,18.535714285714285,28
1243_2005,68.62962962962963,24.296296296296298,55.333333333333336,5.814814814814815,15.444444444444445,14.222222222222221,20.814814814814813,11.518518518518519,22.814814814814813,15.518518518518519,9.25925925925926,6.62962962962963,2.185185185185185,16.77777777777778,27
1243_2006,68.25,24.392857142857142,54.92857142857143,4.357142857142857,12.035714285714286,15.107142857142858,21.25,12.75,23.607142857142858,16.142857142857142,11.321428571428571,6.035714285714286,3.392857142857143,17.678571428571427,28
1243_2007,71.0,24.060606060606062,56.0,6.363636363636363,18.90909090909091,16.515151515151516,23.666666666666668,13.090909090909092,23.03030303030303,15.484848484848484,11.424242424242424,5.787878787878788,3.757575757575758,18.90909090909091,33
1243_2008,78.76666666666667,27.9,62.86666666666667,6.633333333333334,20.466666666666665,16.333333333333332,23.5,16.166666666666668,25.0,15.733333333333333,12.266666666666667,7.666666666666667,3.6333333333333333,20.1,30
1243_2009,75.45161290322581,26.0,60.16129032258065,6.774193548387097,18.838709677419356,16.677419354838708,25.35483870967742,16.193548387096776,23.0,14.0,11.03225806451613,7.0,2.935483870967742,21.161290322580644,31
1243_2010,79.46875,26.25,58.53125,6.71875,18.84375,20.25,30.46875,15.3125,23.9375,14.625,13.0,7.46875,4.8125,22.46875,32
1243_2011,72.70967741935483,24.870967741935484,57.16129032258065,7.064516129032258,18.870967741935484,15.903225806451612,24.419354838709676,14.64516129032258,23.129032258064516,14.129032258064516,11.96774193548387,6.225806451612903,4.645161290322581,20.451612903225808,31
1243_2012,71.41935483870968,24.838709677419356,56.12903225806452,5.709677419354839,16.677419354838708,16.032258064516128,24.06451612903226,14.225806451612904,23.032258064516128,14.451612903225806,12.225806451612904,6.161290322580645,4.806451612903226,20.129032258064516,31
1243_2013,68.66666666666667,24.666666666666668,57.09090909090909,6.818181818181818,18.96969696969697,12.515151515151516,18.151515151515152,13.393939393939394,21.272727272727273,16.0,10.393939393939394,7.03030303030303,3.6363636363636362,18.272727272727273,33
1243_2014,69.71875,24.34375,55.84375,6.03125,18.03125,15.0,22.78125,12.40625,23.59375,15.46875,10.125,6.1875,2.96875,21.6875,32
1243_2015,63.0,21.5625,49.78125,4.40625,13.15625,15.46875,22.875,10.5625,21.15625,13.03125,10.25,6.09375,2.3125,19.96875,32
1243_2016,70.72727272727273,24.393939393939394,56.84848484848485,5.303030303030303,17.666666666666668,16.636363636363637,24.181818181818183,13.242424242424242,23.21212121212121,13.878787878787879,10.545454545454545,7.545454545454546,2.757575757575758,19.96969696969697,33
1243_2017,71.72727272727273,24.757575757575758,54.0,7.090909090909091,19.666666666666668,15.121212121212121,21.939393939393938,9.515151515151516,23.242424242424242,14.969696969696969,10.363636363636363,7.818181818181818,3.787878787878788,17.727272727272727,33
1243_2018,72.36363636363636,25.87878787878788,54.878787878787875,6.9393939393939394,20.181818181818183,13.666666666666666,18.393939393939394,8.181818181818182,22.393939393939394,14.333333333333334,9.333333333333334,7.787878787878788,3.0,18.393939393939394,33
1243_2019,65.81818181818181,23.757575757575758,55.121212121212125,7.0606060606060606,21.03030303030303,11.242424242424242,16.939393939393938,9.454545454545455,23.818181818181817,13.757575757575758,9.757575757575758,7.606060606060606,2.272727272727273,16.151515151515152,33
1243_2020,64.1875,22.53125,54.4375,6.65625,21.28125,12.46875,18.875,10.34375,22.46875,12.40625,9.53125,8.65625,2.4375,19.125,32
1243_2021,61.57142857142857,22.392857142857142,54.535714285714285,6.678571428571429,22.285714285714285,10.107142857142858,15.214285714285714,8.642857142857142,21.785714285714285,13.142857142857142,10.035714285714286,5.357142857142857,1.5714285714285714,4.678571428571429,28
1243_2022,69.0,24.129032258064516,57.38709677419355,8.419354838709678,24.322580645161292,12.32258064516129,16.967741935483872,7.516129032258065,22.774193548387096,12.451612903225806,8.64516129032258,7.32258064516129,1.6451612903225807,17.096774193548388,31
1244_2006,70.26923076923077,24.153846153846153,58.42307692307692,7.538461538461538,24.26923076923077,14.423076923076923,20.384615384615383,11.73076923076923,18.03846153846154,13.423076923076923,10.038461538461538,9.346153846153847,2.3846153846153846,18.153846153846153,26
1244_2007,67.93333333333334,24.366666666666667,61.7,6.266666666666667,22.633333333333333,12.933333333333334,20.066666666666666,16.133333333333333,19.3,13.4,9.1,9.866666666666667,3.2333333333333334,19.066666666666666,30
1244_2008,68.44827586206897,23.689655172413794,58.93103448275862,7.172413793103448,23.103448275862068,13.89655172413793,21.344827586206897,14.0,19.96551724137931,12.03448275862069,11.413793103448276,9.551724137931034,3.8275862068965516,20.344827586206897,29
1244_2009,57.857142857142854,21.321428571428573,56.392857142857146,6.785714285714286,21.642857142857142,8.428571428571429,12.964285714285714,12.142857142857142,17.964285714285715,10.928571428571429,9.0,7.607142857142857,3.4285714285714284,17.464285714285715,28
1244_2010,65.0,23.225806451612904,57.806451612903224,7.193548387096774,22.0,11.35483870967742,16.580645161290324,13.419354838709678,21.70967741935484,12.548387096774194,10.096774193548388,6.548387096774194,3.5483870967741935,16.129032258064516,31
1244_2011,64.5,23.033333333333335,55.8,5.7,18.633333333333333,12.733333333333333,19.633333333333333,12.266666666666667,21.9,11.0,9.166666666666666,5.466666666666667,3.8,16.966666666666665,30
1244_2012,61.6,22.233333333333334,53.766666666666666,6.566666666666666,19.6,10.566666666666666,16.933333333333334,10.033333333333333,19.166666666666668,11.933333333333334,8.166666666666666,6.266666666666667,1.8,17.266666666666666,30
1244_2013,61.03333333333333,21.466666666666665,53.63333333333333,5.066666666666666,16.733333333333334,13.033333333333333,20.033333333333335,10.933333333333334,19.5,10.4,7.233333333333333,7.033333333333333,1.6666666666666667,20.1,30
1244_2014,63.827586206896555,22.310344827586206,53.51724137931034,5.862068965517241,17.24137931034483,13.344827586206897,20.482758620689655,10.89655172413793,21.75862068965517,10.724137931034482,9.586206896551724,5.482758620689655,2.8620689655172415,21.896551724137932,29
1244_2015,61.833333333333336,21.666666666666668,55.1,6.533333333333333,20.7,11.966666666666667,16.433333333333334,10.733333333333333,23.233333333333334,10.133333333333333,9.066666666666666,5.2,3.466666666666667,17.733333333333334,30
1244_2016,71.27586206896552,25.82758620689655,59.0,5.827586206896552,16.586206896551722,13.793103448275861,19.79310344827586,10.344827586206897,22.93103448275862,11.931034482758621,8.551724137931034,6.862068965517241,3.1379310344827585,20.0,29
1244_2017,74.4,27.6,59.96666666666667,6.4,15.533333333333333,12.8,18.366666666666667,11.033333333333333,24.133333333333333,15.566666666666666,9.133333333333333,5.133333333333334,2.6666666666666665,18.933333333333334,30
1244_2018,71.67857142857143,26.178571428571427,58.42857142857143,5.214285714285714,14.142857142857142,14.107142857142858,20.392857142857142,10.142857142857142,22.0,14.392857142857142,8.214285714285714,7.071428571428571,3.0357142857142856,18.321428571428573,28
1244_2019,62.4,22.7,60.7,4.3,13.7,12.7,18.3,11.666666666666666,23.966666666666665,10.966666666666667,7.766666666666667,5.566666666666666,3.4,16.4,30
1244_2020,55.241379310344826,19.310344827586206,54.48275862068966,4.172413793103448,16.82758620689655,12.448275862068966,17.689655172413794,9.655172413793103,22.482758620689655,8.10344827586207,6.551724137931035,5.0344827586206895,1.9655172413793103,16.93103448275862,29
1244_2021,62.19047619047619,22.428571428571427,55.666666666666664,6.095238095238095,20.714285714285715,11.238095238095237,17.047619047619047,7.571428571428571,22.904761904761905,9.80952380952381,7.333333333333333,5.190476190476191,2.4761904761904763,3.761904761904762,21
1244_2022,71.5925925925926,26.11111111111111,58.074074074074076,8.0,22.074074074074073,11.37037037037037,17.25925925925926,8.74074074074074,22.555555555555557,13.037037037037036,7.814814814814815,6.333333333333333,2.5555555555555554,17.77777777777778,27
1245_2003,76.62068965517241,27.20689655172414,55.827586206896555,7.413793103448276,18.517241379310345,14.793103448275861,20.75862068965517,10.620689655172415,23.724137931034484,14.068965517241379,10.551724137931034,6.517241379310345,1.896551724137931,20.17241379310345,29
1245_2004,72.10344827586206,25.137931034482758,56.689655172413794,8.551724137931034,22.0,13.275862068965518,18.482758620689655,11.275862068965518,23.103448275862068,16.448275862068964,11.10344827586207,7.482758620689655,3.6206896551724137,18.896551724137932,29
1245_2005,68.83333333333333,24.266666666666666,55.833333333333336,7.166666666666667,20.466666666666665,13.133333333333333,19.033333333333335,11.766666666666667,21.6,14.733333333333333,10.866666666666667,8.333333333333334,1.7,18.666666666666668,30
1245_2006,72.0625,24.5,55.1875,6.9375,19.59375,16.125,22.375,11.0625,22.375,13.4375,11.0625,7.71875,2.3125,20.09375,32
1245_2007,68.54838709677419,25.225806451612904,55.41935483870968,5.806451612903226,17.258064516129032,12.290322580645162,18.93548387096774,11.290322580645162,22.29032258064516,14.290322580645162,10.903225806451612,7.967741935483871,3.3225806451612905,18.64516129032258,31
1245_2008,69.23529411764706,24.058823529411764,51.470588235294116,5.794117647058823,15.705882352941176,15.323529411764707,21.470588235294116,10.970588235294118,22.323529411764707,14.0,13.382352941176471,8.529411764705882,3.911764705882353,18.794117647058822,34
1245_2009,68.0,24.8125,57.0,5.5625,16.90625,12.8125,19.5,11.84375,23.3125,12.15625,9.84375,7.78125,2.71875,19.90625,32
1245_2010,70.51612903225806,24.774193548387096,57.12903225806452,5.645161290322581,17.612903225806452,15.32258064516129,22.419354838709676,11.903225806451612,23.387096774193548,13.03225806451613,10.290322580645162,8.580645161290322,2.774193548387097,18.838709677419356,31
1245_2011,70.15151515151516,25.363636363636363,58.63636363636363,5.363636363636363,16.272727272727273,14.06060606060606,21.151515151515152,13.545454545454545,23.696969696969695,13.575757575757576,10.242424242424242,7.696969696969697,4.03030303030303,17.303030303030305,33
1245_2012,70.12903225806451,25.096774193548388,55.58064516129032,6.096774193548387,17.258064516129032,13.838709677419354,20.032258064516128,11.483870967741936,22.612903225806452,14.96774193548387,11.193548387096774,8.580645161290322,3.774193548387097,17.032258064516128,31
1245_2013,71.09375,23.75,54.71875,6.875,18.96875,16.71875,23.5,11.71875,23.125,11.65625,9.53125,7.03125,2.65625,19.78125,32
1245_2014,69.16129032258064,23.677419354838708,55.41935483870968,7.354838709677419,20.93548387096774,14.451612903225806,20.483870967741936,10.548387096774194,22.612903225806452,11.35483870967742,9.161290322580646,5.935483870967742,3.3870967741935485,20.903225806451612,31
1245_2015,65.83870967741936,22.774193548387096,52.96774193548387,7.193548387096774,19.64516129032258,13.096774193548388,20.258064516129032,11.225806451612904,23.35483870967742,10.612903225806452,9.741935483870968,5.064516129032258,3.967741935483871,18.322580645161292,31
1245_2016,72.80645161290323,25.612903225806452,58.12903225806452,5.774193548387097,17.612903225806452,15.806451612903226,23.225806451612904,12.548387096774194,24.774193548387096,11.516129032258064,8.838709677419354,5.032258064516129,3.4516129032258065,18.387096774193548,31
1245_2017,75.91176470588235,26.970588235294116,63.3235294117647,6.970588235294118,22.176470588235293,15.0,20.91176470588235,14.647058823529411,25.294117647058822,12.264705882352942,10.117647058823529,6.294117647058823,3.676470588235294,19.264705882352942,34
1245_2018,72.48484848484848,25.424242424242426,59.90909090909091,7.424242424242424,22.90909090909091,14.212121212121213,19.424242424242426,11.333333333333334,24.151515151515152,11.545454545454545,9.333333333333334,5.909090909090909,3.5454545454545454,18.90909090909091,33
1245_2019,74.76666666666667,26.266666666666666,61.06666666666667,7.933333333333334,23.766666666666666,14.3,19.766666666666666,12.233333333333333,23.333333333333332,12.8,9.566666666666666,6.766666666666667,3.6,18.866666666666667,30
1245_2020,75.2,27.233333333333334,59.86666666666667,8.133333333333333,24.1,12.6,17.3,10.366666666666667,25.2,13.566666666666666,9.733333333333333,6.466666666666667,4.066666666666666,19.066666666666666,30
1245_2021,76.0909090909091,27.181818181818183,61.5,8.181818181818182,24.454545454545453,13.545454545454545,17.272727272727273,10.909090909090908,24.727272727272727,14.318181818181818,10.636363636363637,6.5,3.1363636363636362,5.318181818181818,22
1245_2022,69.45161290322581,24.322580645161292,56.12903225806452,7.161290322580645,22.29032258064516,13.64516129032258,18.258064516129032,8.96774193548387,22.870967741935484,11.935483870967742,10.193548387096774,6.806451612903226,3.4838709677419355,18.29032258064516,31
1246_2003,77.53125,28.46875,58.40625,5.90625,16.59375,14.6875,20.78125,12.875,24.15625,16.1875,13.25,7.8125,5.09375,17.375,32
1246_2004,73.13333333333334,26.666666666666668,56.833333333333336,6.2,17.466666666666665,13.6,19.533333333333335,11.8,24.033333333333335,15.6,13.6,7.9,3.3666666666666667,18.433333333333334,30
1246_2005,73.73333333333333,26.5,57.733333333333334,6.533333333333333,19.333333333333332,14.2,21.4,12.7,22.9,15.266666666666667,11.7,9.4,4.433333333333334,16.8,30
1246_2006,70.45454545454545,25.90909090909091,57.484848484848484,7.636363636363637,21.484848484848484,11.0,16.757575757575758,12.666666666666666,23.21212121212121,14.181818181818182,10.515151515151516,5.96969696969697,3.090909090909091,16.90909090909091,33
1246_2007,73.53125,26.4375,55.1875,6.75,18.90625,13.90625,19.875,10.78125,25.65625,15.875,12.03125,5.96875,4.8125,15.84375,32
1246_2008,68.6,23.733333333333334,50.6,5.8,15.766666666666667,15.333333333333334,20.9,9.733333333333333,24.0,12.733333333333333,12.0,6.733333333333333,4.8,18.733333333333334,30
1246_2009,74.75757575757575,26.03030303030303,54.15151515151515,5.606060606060606,16.181818181818183,17.09090909090909,22.09090909090909,10.848484848484848,26.363636363636363,15.636363636363637,13.848484848484848,6.818181818181818,6.848484848484849,17.818181818181817,33
1246_2010,79.23529411764706,28.0,58.470588235294116,5.970588235294118,17.5,17.264705882352942,25.441176470588236,14.294117647058824,27.058823529411764,14.705882352941176,13.970588235294118,7.264705882352941,7.235294117647059,16.235294117647058,34
1246_2011,76.42424242424242,26.78787878787879,58.18181818181818,7.363636363636363,18.545454545454547,15.484848484848484,21.575757575757574,12.090909090909092,26.0,12.696969696969697,9.393939393939394,5.484848484848484,6.2727272727272725,16.09090909090909,33
1246_2012,76.67647058823529,27.323529411764707,56.588235294117645,5.735294117647059,15.441176470588236,16.294117647058822,22.61764705882353,12.5,26.61764705882353,13.235294117647058,10.970588235294118,6.323529411764706,8.794117647058824,14.558823529411764,34
1246_2013,73.09375,26.3125,55.46875,5.6875,16.3125,14.78125,23.09375,11.59375,26.65625,13.5625,10.6875,5.75,6.6875,17.15625,32
1246_2014,75.91176470588235,25.176470588235293,55.794117647058826,5.088235294117647,15.647058823529411,20.470588235294116,30.0,14.647058823529411,26.5,11.5,10.588235294117647,4.764705882352941,6.235294117647059,19.0,34
1246_2015,74.91176470588235,25.970588235294116,55.411764705882355,5.4411764705882355,15.558823529411764,17.529411764705884,24.264705882352942,12.911764705882353,25.264705882352942,14.705882352941176,10.617647058823529,6.5588235294117645,6.882352941176471,17.029411764705884,34
1246_2016,79.67647058823529,28.558823529411764,59.6764705882353,6.9411764705882355,18.735294117647058,15.617647058823529,22.852941176470587,12.882352941176471,25.705882352941178,14.411764705882353,9.588235294117647,5.617647058823529,5.647058823529412,20.470588235294116,34
1246_2017,85.94117647058823,30.176470588235293,63.294117647058826,7.0588235294117645,19.970588235294116,18.529411764705884,26.441176470588236,12.588235294117647,27.58823529411765,15.529411764705882,10.970588235294118,6.0588235294117645,5.294117647058823,19.294117647058822,34
1246_2018,76.73529411764706,27.058823529411764,57.588235294117645,5.4411764705882355,15.088235294117647,17.176470588235293,24.647058823529413,12.088235294117647,26.5,13.411764705882353,11.029411764705882,5.617647058823529,4.882352941176471,18.88235294117647,34
1246_2019,76.72727272727273,26.606060606060606,55.60606060606061,6.03030303030303,16.575757575757574,17.484848484848484,23.636363636363637,11.606060606060606,26.818181818181817,13.848484848484848,11.545454545454545,6.03030303030303,5.0606060606060606,16.303030303030305,33
1246_2020,74.41935483870968,25.64516129032258,55.58064516129032,5.064516129032258,14.774193548387096,18.06451612903226,22.677419354838708,9.67741935483871,26.967741935483872,13.387096774193548,10.838709677419354,5.225806451612903,4.935483870967742,18.419354838709676,31
1246_2021,70.44,24.6,59.04,6.4,19.0,14.84,20.36,10.68,24.48,12.48,8.64,6.28,5.92,4.0,25
1246_2022,79.45454545454545,30.424242424242426,62.78787878787879,6.151515151515151,17.606060606060606,12.454545454545455,17.060606060606062,11.393939393939394,25.484848484848484,16.09090909090909,10.303030303030303,6.818181818181818,4.181818181818182,14.242424242424242,33
1247_2003,68.3103448275862,22.586206896551722,56.89655172413793,6.310344827586207,19.0,16.82758620689655,23.03448275862069,13.03448275862069,22.586206896551722,11.413793103448276,9.551724137931034,6.344827586206897,2.0689655172413794,21.103448275862068,29
1247_2004,65.1,22.7,54.93333333333333,5.7,18.733333333333334,14.0,19.966666666666665,11.633333333333333,21.033333333333335,10.933333333333334,9.033333333333333,6.433333333333334,1.9666666666666666,17.866666666666667,30
1247_2005,62.6551724137931,21.275862068965516,52.55172413793103,7.379310344827586,22.517241379310345,12.724137931034482,17.482758620689655,9.03448275862069,21.655172413793103,12.620689655172415,8.517241379310345,7.551724137931035,2.1379310344827585,14.758620689655173,29
1247_2006,69.32142857142857,24.535714285714285,55.42857142857143,6.892857142857143,19.285714285714285,13.357142857142858,18.5,11.678571428571429,24.107142857142858,13.571428571428571,11.178571428571429,7.535714285714286,3.2857142857142856,17.035714285714285,28
1247_2007,71.66666666666667,25.7,56.1,5.433333333333334,15.366666666666667,14.833333333333334,21.6,14.066666666666666,22.233333333333334,14.233333333333333,11.066666666666666,6.333333333333333,2.0,18.7,30
1247_2008,74.41935483870968,25.741935483870968,58.193548387096776,7.935483870967742,20.032258064516128,15.0,21.677419354838708,12.96774193548387,23.741935483870968,14.32258064516129,11.451612903225806,6.774193548387097,2.967741935483871,18.806451612903224,31
1247_2009,71.19354838709677,25.129032258064516,56.96774193548387,5.419354838709677,16.161290322580644,15.516129032258064,22.64516129032258,13.03225806451613,25.225806451612904,13.0,11.193548387096774,6.774193548387097,3.6774193548387095,17.0,31
1247_2010,70.36666666666666,25.2,57.266666666666666,5.466666666666667,16.233333333333334,14.5,21.733333333333334,14.0,24.9,13.833333333333334,11.233333333333333,6.233333333333333,4.666666666666667,17.233333333333334,30
1247_2011,76.84848484848484,27.96969696969697,62.72727272727273,6.303030303030303,17.303030303030305,14.606060606060606,20.606060606060606,13.969696969696969,24.606060606060606,15.030303030303031,11.424242424242424,7.424242424242424,4.03030303030303,18.666666666666668,33
